locus_tag	ftype	length_bp	gene	EC_number	COG	product
BPEKLNGJ_00714	CDS	492				hypothetical protein
BPEKLNGJ_00715	CDS	420				hypothetical protein
BPEKLNGJ_00716	CDS	921				hypothetical protein
BPEKLNGJ_00717	CDS	639				hypothetical protein
BPEKLNGJ_00718	CDS	1932	mdtD			Putative multidrug resistance protein MdtD
BPEKLNGJ_00719	CDS	648	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
BPEKLNGJ_00720	CDS	552				hypothetical protein
BPEKLNGJ_00721	CDS	1209	bcr_1			Bicyclomycin resistance protein
BPEKLNGJ_00722	CDS	1383	tcaA			Membrane-associated protein TcaA
BPEKLNGJ_00723	CDS	456	tcaR			HTH-type transcriptional regulator TcaR
BPEKLNGJ_00724	CDS	969				hypothetical protein
BPEKLNGJ_00725	CDS	666	hrtA_1	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
BPEKLNGJ_00726	CDS	1056				hypothetical protein
BPEKLNGJ_00727	CDS	675	hssR			Heme response regulator HssR
BPEKLNGJ_00728	CDS	1374	hssS	2.7.13.3		Heme sensor protein HssS
BPEKLNGJ_00729	CDS	444			COG3279	putative HTH-type transcriptional regulator
BPEKLNGJ_00730	CDS	456				hypothetical protein
BPEKLNGJ_00731	CDS	1479	mqo1	1.1.5.4		putative malate:quinone oxidoreductase 1
BPEKLNGJ_00732	CDS	1599	lctP_1		COG1620	L-lactate permease
BPEKLNGJ_00733	CDS	1674				hypothetical protein
BPEKLNGJ_00734	CDS	615				putative lipoprotein
BPEKLNGJ_00735	CDS	516	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
BPEKLNGJ_00736	CDS	1005	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
BPEKLNGJ_00737	CDS	231				hypothetical protein
BPEKLNGJ_00738	CDS	918	entS_1			Enterobactin exporter EntS
BPEKLNGJ_00739	CDS	336				hypothetical protein
BPEKLNGJ_00740	CDS	1035		1.18.1.2	COG0492	Ferredoxin--NADP reductase
BPEKLNGJ_00741	CDS	432				hypothetical protein
BPEKLNGJ_00742	CDS	1278				hypothetical protein
BPEKLNGJ_00743	CDS	624				hypothetical protein
BPEKLNGJ_00744	CDS	945				hypothetical protein
BPEKLNGJ_00745	CDS	1443	treP_1		COG1263	PTS system trehalose-specific EIIBC component
BPEKLNGJ_00746	CDS	384				hypothetical protein
BPEKLNGJ_00747	CDS	2106				hypothetical protein
BPEKLNGJ_00748	CDS	423	ydaG		COG3871	General stress protein 26
BPEKLNGJ_00749	CDS	357				hypothetical protein
BPEKLNGJ_00750	CDS	1278	gltT			Proton/sodium-glutamate symport protein
BPEKLNGJ_00751	CDS	366				hypothetical protein
BPEKLNGJ_00752	CDS	447	sarZ			HTH-type transcriptional regulator SarZ
BPEKLNGJ_00753	CDS	423				Acid shock protein
BPEKLNGJ_00754	CDS	990	narT_1		COG2223	putative nitrate transporter NarT
BPEKLNGJ_00755	CDS	198	narT_2		COG2223	putative nitrate transporter NarT
BPEKLNGJ_00756	CDS	915				hypothetical protein
BPEKLNGJ_00757	CDS	741	mta		COG0789	HTH-type transcriptional activator mta
BPEKLNGJ_00758	CDS	654	nreC		COG2197	Oxygen regulatory protein NreC
BPEKLNGJ_00759	CDS	1035	nreB	2.7.13.3		Oxygen sensor histidine kinase NreB
BPEKLNGJ_00760	CDS	453				hypothetical protein
BPEKLNGJ_00761	CDS	678	narX		COG2180	Nitrate reductase-like protein NarX
BPEKLNGJ_00762	CDS	576				hypothetical protein
BPEKLNGJ_00763	CDS	1560	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
BPEKLNGJ_00764	CDS	3690	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
BPEKLNGJ_00765	CDS	978	nasF	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
BPEKLNGJ_00766	CDS	315	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
BPEKLNGJ_00767	CDS	2406	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
BPEKLNGJ_00768	CDS	732	sirB	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
BPEKLNGJ_00769	CDS	537	ytmI	2.3.1.-		putative N-acetyltransferase YtmI
BPEKLNGJ_00770	CDS	825	nirC		COG2116	Nitrite transporter NirC
BPEKLNGJ_00771	CDS	183				hypothetical protein
BPEKLNGJ_00772	CDS	468				hypothetical protein
BPEKLNGJ_00773	CDS	1548				hypothetical protein
BPEKLNGJ_00774	CDS	267	yoeB	3.1.-.-	COG4115	Toxin YoeB
BPEKLNGJ_00775	CDS	252	yefM		COG2161	Antitoxin YefM
BPEKLNGJ_00776	CDS	600	bdbD		COG1651	Disulfide bond formation protein D
BPEKLNGJ_00777	CDS	363				hypothetical protein
BPEKLNGJ_00778	CDS	1251	femA_1	2.3.2.17	COG2348	Aminoacyltransferase FemA
BPEKLNGJ_00779	CDS	732	tcyC_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
BPEKLNGJ_00780	CDS	729	tcyB		COG0765	L-cystine transport system permease protein TcyB
BPEKLNGJ_00781	CDS	780			COG0834	putative amino-acid ABC transporter-binding protein
BPEKLNGJ_00782	CDS	1440	farB_2			Fatty acid resistance protein FarB
BPEKLNGJ_00783	CDS	105				hypothetical protein
BPEKLNGJ_00784	CDS	687	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BPEKLNGJ_00785	CDS	867	mneS		COG0053	Manganese efflux system protein MneS
BPEKLNGJ_00786	CDS	1314	sbi			Immunoglobulin-binding protein Sbi
BPEKLNGJ_00787	CDS	966	hlgA			Gamma-hemolysin component A
BPEKLNGJ_00788	CDS	948	hlgC			Gamma-hemolysin component C
BPEKLNGJ_00789	CDS	978	hlgB			Gamma-hemolysin component B
BPEKLNGJ_00790	CDS	468				hypothetical protein
BPEKLNGJ_00791	CDS	693	bioW	6.2.1.14	COG1424	6-carboxyhexanoate--CoA ligase
BPEKLNGJ_00792	CDS	1116		2.3.1.29	COG0156	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase
BPEKLNGJ_00793	CDS	1008	bioB	2.8.1.6		Biotin synthase
BPEKLNGJ_00794	CDS	1359	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
BPEKLNGJ_00795	CDS	687	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
BPEKLNGJ_00796	CDS	1734			COG1132	putative ABC transporter ATP-binding protein
BPEKLNGJ_00797	CDS	1764		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BPEKLNGJ_00798	CDS	387				hypothetical protein
BPEKLNGJ_00799	CDS	1143	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
BPEKLNGJ_00800	CDS	660				hypothetical protein
BPEKLNGJ_00801	CDS	1212	bcr_2			Bicyclomycin resistance protein
BPEKLNGJ_00802	CDS	474				hypothetical protein
BPEKLNGJ_00803	CDS	657				hypothetical protein
BPEKLNGJ_00804	CDS	807	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BPEKLNGJ_00805	CDS	1410	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
BPEKLNGJ_00806	CDS	2079	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
BPEKLNGJ_00807	CDS	1830	kimA		COG0531	Potassium transporter KimA
BPEKLNGJ_00808	CDS	1497	flp			Protein flp
BPEKLNGJ_00809	CDS	852	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
BPEKLNGJ_00810	CDS	936	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
BPEKLNGJ_00811	CDS	1401	norB_1			Quinolone resistance protein NorB
BPEKLNGJ_00812	CDS	696	opuCD		COG1174	Carnitine transport permease protein OpuCD
BPEKLNGJ_00813	CDS	942	opuCC		COG1732	Carnitine transport binding protein OpuCC
BPEKLNGJ_00814	CDS	636	opuCB		COG1174	Carnitine transport permease protein OpuCB
BPEKLNGJ_00815	CDS	1227	opuCA	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
BPEKLNGJ_00816	CDS	600				hypothetical protein
BPEKLNGJ_00817	CDS	1638	yveA		COG0531	Aspartate-proton symporter
BPEKLNGJ_00818	CDS	1353	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
BPEKLNGJ_00819	CDS	1188	pbuE		COG2814	Purine efflux pump PbuE
BPEKLNGJ_00820	CDS	777	fetB		COG0390	putative iron export permease protein FetB
BPEKLNGJ_00821	CDS	663	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
BPEKLNGJ_00822	CDS	1077	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
BPEKLNGJ_00823	CDS	267				hypothetical protein
BPEKLNGJ_00824	CDS	258				hypothetical protein
BPEKLNGJ_00825	CDS	456	yehR		COG4808	putative lipoprotein YehR
BPEKLNGJ_00826	CDS	1578				hypothetical protein
BPEKLNGJ_00827	CDS	750				hypothetical protein
BPEKLNGJ_00828	CDS	1194	cntE			Staphylopine export protein
BPEKLNGJ_00829	CDS	750	cntF	7.2.2.-	COG1124	Metal-staphylopine import system ATP-binding protein CntF
BPEKLNGJ_00830	CDS	816	cntD	7.2.2.-	COG0444	Metal-staphylopine import system ATP-binding protein CntD
BPEKLNGJ_00831	CDS	870	cntC		COG1173	Metal-staphylopine import system permease protein CntC
BPEKLNGJ_00832	CDS	936	cntB			Metal-staphylopine import system permease protein CntB
BPEKLNGJ_00833	CDS	1599	cntA			Metal-staphylopine-binding protein CntA
BPEKLNGJ_00834	CDS	1305	cntM	1.5.1.52		Staphylopine synthase
BPEKLNGJ_00835	CDS	819	cntL	2.5.1.152		D-histidine 2-aminobutanoyltransferase
BPEKLNGJ_00836	CDS	822	cntK	5.1.1.24		Histidine racemase
BPEKLNGJ_00837	CDS	768				hypothetical protein
BPEKLNGJ_00838	CDS	819	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
BPEKLNGJ_00839	CDS	1539	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
BPEKLNGJ_00840	CDS	423				hypothetical protein
BPEKLNGJ_00841	CDS	789				hypothetical protein
BPEKLNGJ_00842	CDS	411				hypothetical protein
BPEKLNGJ_00843	CDS	423				hypothetical protein
BPEKLNGJ_00844	CDS	696		1.-.-.-		putative oxidoreductase
BPEKLNGJ_00845	CDS	282				hypothetical protein
BPEKLNGJ_00846	CDS	192				hypothetical protein
BPEKLNGJ_00847	CDS	93				hypothetical protein
BPEKLNGJ_00848	CDS	795				putative protein
BPEKLNGJ_00849	CDS	795				putative protein
BPEKLNGJ_00850	CDS	759				putative protein
BPEKLNGJ_00851	CDS	288				hypothetical protein
BPEKLNGJ_00852	CDS	327				hypothetical protein
BPEKLNGJ_00853	CDS	1326				hypothetical protein
BPEKLNGJ_00854	CDS	786				putative protein
BPEKLNGJ_00855	CDS	399				hypothetical protein
BPEKLNGJ_00856	CDS	1239	hhaIM	2.1.1.37		Modification methylase HhaI
BPEKLNGJ_00857	CDS	1470	sau3AIR	3.1.21.4		Type-2 restriction enzyme Sau3AI
BPEKLNGJ_00858	CDS	1638	pgcA	5.4.2.2	COG1109	Phosphoglucomutase
BPEKLNGJ_00859	CDS	267				hypothetical protein
BPEKLNGJ_00860	CDS	309				hypothetical protein
BPEKLNGJ_00861	CDS	171				hypothetical protein
BPEKLNGJ_00862	CDS	1194				hypothetical protein
BPEKLNGJ_00863	CDS	867	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
BPEKLNGJ_00864	CDS	2913	fnbB			Fibronectin-binding protein B
BPEKLNGJ_00865	CDS	3144	fnbA			Fibronectin-binding protein A
BPEKLNGJ_00866	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
BPEKLNGJ_00867	CDS	1554	xylB	2.7.1.17	COG1070	Xylulose kinase
BPEKLNGJ_00868	CDS	681				hypothetical protein
BPEKLNGJ_00869	CDS	765				hypothetical protein
BPEKLNGJ_00870	CDS	693	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
BPEKLNGJ_00871	CDS	417				hypothetical protein
BPEKLNGJ_00872	CDS	1824				hypothetical protein
BPEKLNGJ_00873	CDS	204				hypothetical protein
BPEKLNGJ_00874	CDS	1278	sauU			putative sulfoacetate transporter SauU
BPEKLNGJ_00875	CDS	612				hypothetical protein
BPEKLNGJ_00876	CDS	1164	ymfD			Bacillibactin exporter
BPEKLNGJ_00877	CDS	468	pchR			HTH-type transcriptional regulator PchR
BPEKLNGJ_00878	CDS	696	bcrA_2			Bacitracin transport ATP-binding protein BcrA
BPEKLNGJ_00879	CDS	771				hypothetical protein
BPEKLNGJ_00880	CDS	1965	fbp	3.1.3.11		Fructose-1,6-bisphosphatase class 3
BPEKLNGJ_00881	CDS	1080				hypothetical protein
BPEKLNGJ_00882	CDS	594	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
BPEKLNGJ_00883	CDS	969	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
BPEKLNGJ_00884	CDS	435	mhqR		COG1846	HTH-type transcriptional regulator MhqR
BPEKLNGJ_00885	CDS	285	yjdJ		COG2388	putative protein YjdJ
BPEKLNGJ_00886	CDS	807	catE_1	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
BPEKLNGJ_00887	CDS	672		1.-.-.-		Putative NAD(P)H nitroreductase
BPEKLNGJ_00888	CDS	993	ldhD_1	1.1.1.28	COG1052	D-lactate dehydrogenase
BPEKLNGJ_00889	CDS	801	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
BPEKLNGJ_00890	CDS	636	yydI			putative peptide export ATP-binding protein YydI
BPEKLNGJ_00891	CDS	723	yydJ			putative peptide export permease protein YydJ
BPEKLNGJ_00892	CDS	621	srtA	3.4.22.70	COG3764	Sortase A
BPEKLNGJ_00893	CDS	492	pitA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
BPEKLNGJ_00894	CDS	171				hypothetical protein
BPEKLNGJ_00895	CDS	900	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
BPEKLNGJ_00896	CDS	681				hypothetical protein
BPEKLNGJ_00897	CDS	1044				hypothetical protein
BPEKLNGJ_00898	CDS	204				hypothetical protein
BPEKLNGJ_00899	CDS	963	yicL		COG0697	putative inner membrane transporter YicL
BPEKLNGJ_00900	CDS	969	lipR	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
BPEKLNGJ_00901	CDS	345				hypothetical protein
BPEKLNGJ_00902	CDS	411				hypothetical protein
BPEKLNGJ_00903	CDS	2100	glcB			PTS system glucoside-specific EIICBA component
BPEKLNGJ_00904	CDS	1740	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
BPEKLNGJ_00905	CDS	690	cidB		COG1346	Holin-like protein CidB
BPEKLNGJ_00906	CDS	396	cidA		COG1380	Holin-like protein CidA
BPEKLNGJ_00907	CDS	864	cynR			HTH-type transcriptional regulator CynR
BPEKLNGJ_00908	CDS	219				hypothetical protein
BPEKLNGJ_00909	CDS	432				hypothetical protein
BPEKLNGJ_00910	CDS	1281	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
BPEKLNGJ_00911	CDS	1167	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
BPEKLNGJ_00912	CDS	666				hypothetical protein
BPEKLNGJ_00913	CDS	522	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
BPEKLNGJ_00914	CDS	2106	clpL		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpL
BPEKLNGJ_00915	CDS	171				hypothetical protein
BPEKLNGJ_00916	CDS	1995	feoB		COG0370	Fe(2+) transporter FeoB
BPEKLNGJ_00917	CDS	228				hypothetical protein
BPEKLNGJ_00918	CDS	2490	ydfJ		COG2409	Membrane protein YdfJ
BPEKLNGJ_00919	CDS	549				hypothetical protein
BPEKLNGJ_00920	CDS	1545	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
BPEKLNGJ_00921	CDS	600		2.3.1.-	COG0110	Putative acetyltransferase
BPEKLNGJ_00922	CDS	192				hypothetical protein
BPEKLNGJ_00923	CDS	2409	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
BPEKLNGJ_00924	CDS	207	copZ			Copper chaperone CopZ
BPEKLNGJ_00925	CDS	999	ldhD_2	1.1.1.28		D-lactate dehydrogenase
BPEKLNGJ_00926	CDS	1155	bacF	2.6.1.-	COG0436	Transaminase BacF
BPEKLNGJ_00927	CDS	1509	crtN	1.3.8.-		4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)
BPEKLNGJ_00928	CDS	864	crtM	2.5.1.96		4,4'-diapophytoene synthase
BPEKLNGJ_00929	CDS	1128	crtQ	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
BPEKLNGJ_00930	CDS	1494	crtP	1.14.99.-	COG1233	4,4'-diaponeurosporene oxygenase
BPEKLNGJ_00931	CDS	498				hypothetical protein
BPEKLNGJ_00932	CDS	768	ssaA		COG3942	Staphylococcal secretory antigen SsaA
BPEKLNGJ_00933	CDS	1812	oatA_1	2.3.1.-		O-acetyltransferase OatA
BPEKLNGJ_00934	CDS	180				hypothetical protein
BPEKLNGJ_00935	CDS	276				hypothetical protein
BPEKLNGJ_00936	CDS	702	isaA	3.2.-.-		putative transglycosylase IsaA
BPEKLNGJ_00937	CDS	1056				hypothetical protein
BPEKLNGJ_00938	CDS	588				hypothetical protein
BPEKLNGJ_00939	CDS	321				hypothetical protein
BPEKLNGJ_00940	CDS	231				hypothetical protein
BPEKLNGJ_00941	CDS	378				hypothetical protein
BPEKLNGJ_00942	CDS	822				hypothetical protein
BPEKLNGJ_00943	CDS	300				hypothetical protein
BPEKLNGJ_00944	CDS	558				hypothetical protein
BPEKLNGJ_00945	CDS	705	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
BPEKLNGJ_00946	CDS	1011				hypothetical protein
BPEKLNGJ_00947	CDS	831		3.-.-.-		putative hydrolase
BPEKLNGJ_00948	CDS	891				hypothetical protein
BPEKLNGJ_00949	CDS	1347				hypothetical protein
BPEKLNGJ_00950	CDS	1107		1.-.-.-	COG0492	Putative flavoprotein monooxygenase
BPEKLNGJ_00951	CDS	297				hypothetical protein
BPEKLNGJ_00952	CDS	372				hypothetical protein
BPEKLNGJ_00953	CDS	279				hypothetical protein
BPEKLNGJ_00954	CDS	867		2.7.1.-	COG3001	putative ketoamine kinase
BPEKLNGJ_00955	CDS	1065	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
BPEKLNGJ_00956	CDS	276				hypothetical protein
BPEKLNGJ_00957	CDS	723	queH	1.17.99.6		Epoxyqueuosine reductase QueH
BPEKLNGJ_00958	CDS	450				hypothetical protein
BPEKLNGJ_00959	CDS	1137				hypothetical protein
BPEKLNGJ_00960	CDS	636				hypothetical protein
BPEKLNGJ_00961	CDS	1077				hypothetical protein
BPEKLNGJ_00962	CDS	384	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
BPEKLNGJ_00963	CDS	852	panC	6.3.2.1		Pantothenate synthetase
BPEKLNGJ_00964	CDS	819	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
BPEKLNGJ_00965	CDS	861		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
BPEKLNGJ_00966	CDS	705	aldC_2	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
BPEKLNGJ_00967	CDS	960	ldh2	1.1.1.27		L-lactate dehydrogenase 2
BPEKLNGJ_00968	CDS	1449	yhdG		COG0531	putative amino acid permease YhdG
BPEKLNGJ_00969	CDS	1338		5.1.1.21	COG0160	Isoleucine 2-epimerase
BPEKLNGJ_00970	CDS	417				hypothetical protein
BPEKLNGJ_00971	CDS	891	fda	4.1.2.13		Fructose-bisphosphate aldolase class 1
BPEKLNGJ_00972	CDS	1497	mqo2	1.1.5.4		putative malate:quinone oxidoreductase 2
BPEKLNGJ_00973	CDS	1620	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BPEKLNGJ_00974	CDS	444	isdG_1	1.14.14.18		Heme oxygenase (staphylobilin-producing)
BPEKLNGJ_00975	CDS	213				hypothetical protein
BPEKLNGJ_00976	CDS	1710	betA	1.1.99.1		Oxygen-dependent choline dehydrogenase
BPEKLNGJ_00977	CDS	1491	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
BPEKLNGJ_00978	CDS	564	opcR		COG1510	HTH-type transcriptional repressor OpcR
BPEKLNGJ_00979	CDS	1623	opuD_2		COG1292	Glycine betaine transporter OpuD
BPEKLNGJ_00980	CDS	537				hypothetical protein
BPEKLNGJ_00981	CDS	1851	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
BPEKLNGJ_00982	CDS	1371	citN		COG2851	Citrate transporter
BPEKLNGJ_00983	CDS	606	sirC	1.3.1.76	COG1648	Precorrin-2 dehydrogenase
BPEKLNGJ_00984	CDS	1878	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
BPEKLNGJ_00985	CDS	498	bsaA_1			Glutathione peroxidase BsaA
BPEKLNGJ_00986	CDS	252				hypothetical protein
BPEKLNGJ_00987	CDS	2001	bceB_1		COG0577	Bacitracin export permease protein BceB
BPEKLNGJ_00988	CDS	756	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
BPEKLNGJ_00989	CDS	888	graS_1	2.7.13.3	COG0642	Sensor histidine kinase GraS
BPEKLNGJ_00990	CDS	666	graR_1		COG0745	Response regulator protein GraR
BPEKLNGJ_00991	CDS	201				hypothetical protein
BPEKLNGJ_00992	CDS	1425	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
BPEKLNGJ_00993	CDS	105				putative protein.1
BPEKLNGJ_00994	CDS	456				hypothetical protein
BPEKLNGJ_00995	CDS	762		3.1.2.12	COG0627	S-formylglutathione hydrolase
BPEKLNGJ_00996	CDS	2688	clfB			Clumping factor B
BPEKLNGJ_00997	CDS	705	arcR		COG0664	HTH-type transcriptional regulator ArcR
BPEKLNGJ_00998	CDS	942	arcC2	2.7.2.2		Carbamate kinase 2
BPEKLNGJ_00999	CDS	1431	arcD		COG0531	Arginine/ornithine antiporter
BPEKLNGJ_01000	CDS	1011	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
BPEKLNGJ_01001	CDS	1236	arcA	3.5.3.6		Arginine deiminase
BPEKLNGJ_01002	CDS	450	argR_1			Arginine repressor
BPEKLNGJ_01003	CDS	1530	aur	3.4.24.29		Zinc metalloproteinase aureolysin
BPEKLNGJ_01004	CDS	528	isaB			Immunodominant staphylococcal antigen B
BPEKLNGJ_01005	CDS	459				hypothetical protein
BPEKLNGJ_01006	CDS	1875	manR		COG1762	Transcriptional regulator ManR
BPEKLNGJ_01007	CDS	1953	manP		COG1299	PTS system mannose-specific EIIBCA component
BPEKLNGJ_01008	CDS	939	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
BPEKLNGJ_01009	CDS	2982				hypothetical protein
BPEKLNGJ_01010	CDS	1860			COG1705	N-acetylmuramoyl-L-alanine amidase domain-containing protein
BPEKLNGJ_01011	CDS	561		3.5.1.59		N-carbamoylsarcosine amidase
BPEKLNGJ_01012	CDS	1908				hypothetical protein
BPEKLNGJ_01013	CDS	1359	gtfB			UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB
BPEKLNGJ_01014	CDS	1509	gtfA_1	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
BPEKLNGJ_01015	CDS	2391	secA1_1			Protein translocase subunit SecA 1
BPEKLNGJ_01016	CDS	960				hypothetical protein
BPEKLNGJ_01017	CDS	1572	asp2			Accessory Sec system protein Asp2
BPEKLNGJ_01018	CDS	1554	asp1			Accessory Sec system protein Asp1
BPEKLNGJ_01019	CDS	1212	secY_2		COG0201	Protein translocase subunit SecY
BPEKLNGJ_01020	CDS	6666	sraP			Serine-rich adhesin for platelets
BPEKLNGJ_01021	CDS	693				hypothetical protein
BPEKLNGJ_01022	CDS	429				hypothetical protein
BPEKLNGJ_01023	CDS	303				hypothetical protein
BPEKLNGJ_01024	CDS	360				hypothetical protein
BPEKLNGJ_01025	CDS	612				hypothetical protein
BPEKLNGJ_01026	CDS	477	msrAB			Peptide methionine sulfoxide reductase msrA/msrB
BPEKLNGJ_01027	CDS	501				hypothetical protein
BPEKLNGJ_01028	CDS	768	ywqE_1	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
BPEKLNGJ_01029	CDS	693	ywqD_1	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
BPEKLNGJ_01030	CDS	663	cap8A_1		COG3944	Capsular polysaccharide type 8 biosynthesis protein cap8A
BPEKLNGJ_01031	CDS	561	icaR			Biofilm operon icaADBC HTH-type negative transcriptional regulator IcaR
BPEKLNGJ_01032	CDS	1239	icaA	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
BPEKLNGJ_01033	CDS	306	icaD			Poly-beta-1,6-N-acetyl-D-glucosamine synthesis protein IcaD
BPEKLNGJ_01034	CDS	873	icaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
BPEKLNGJ_01035	CDS	1053	icaC		COG3936	putative poly-beta-1,6-N-acetyl-D-glucosamine export protein
BPEKLNGJ_01036	CDS	2046	lipA_1	3.1.1.3	COG1075	Lipase 1
BPEKLNGJ_01037	CDS	633	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
BPEKLNGJ_01038	CDS	759	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
BPEKLNGJ_01039	CDS	705	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
BPEKLNGJ_01040	CDS	579	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
BPEKLNGJ_01041	CDS	579	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
BPEKLNGJ_01042	CDS	1014	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
BPEKLNGJ_01043	CDS	1251	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
BPEKLNGJ_01044	CDS	615	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
BPEKLNGJ_01045	CDS	819	hisZ			ATP phosphoribosyltransferase regulatory subunit
BPEKLNGJ_01046	CDS	1125				hypothetical protein
BPEKLNGJ_01047	CDS	498				hypothetical protein
BPEKLNGJ_01048	CDS	834	ykoC			Putative HMP/thiamine permease protein YkoC
BPEKLNGJ_01049	CDS	1713	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
BPEKLNGJ_01050	CDS	555				hypothetical protein
BPEKLNGJ_01051	CDS	849	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
BPEKLNGJ_01052	CDS	516				hypothetical protein
BPEKLNGJ_01053	CDS	975		3.1.1.-		Lactonase drp35
BPEKLNGJ_01054	CDS	957				hypothetical protein
BPEKLNGJ_01055	CDS	639	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
BPEKLNGJ_01056	CDS	768				hypothetical protein
